id,total_retweets,total_favorites,total_ids,total_available_ids,percentage_avai_ids
gossipcop-4614223847,43.0,106.0,57.0,51.0,0.8947368421052632
gossipcop-1366889953,290.0,519.0,69.0,64.0,0.927536231884058
gossipcop-49043018,7.0,13.0,40.0,35.0,0.875
gossipcop-4516431341,22.0,68.0,221.0,178.0,0.8054298642533937
gossipcop-9138527637,0.0,6.0,17.0,15.999999999999998,0.9411764705882352
gossipcop-5369652307,144.0,227.0,27.0,24.0,0.8888888888888888
gossipcop-4561895255,1.0,0.0,11.0,11.0,1.0
gossipcop-7724686547,53.0,277.0,69.0,61.0,0.8840579710144928
gossipcop-6061862691,162.0,377.0,86.0,70.0,0.813953488372093
gossipcop-6647214659,0.0,0.0,3.0,3.0,1.0
gossipcop-658317851,1.0,3.0,12.0,12.0,1.0
gossipcop-1934036410,2.0,12.0,57.0,56.0,0.9824561403508772
gossipcop-8971659272,0.0,1.0,7.0,6.0,0.8571428571428571
gossipcop-6337200571,29.0,78.0,21.0,20.0,0.9523809523809524
gossipcop-746486081,1.0,3.0,6.0,6.0,1.0
gossipcop-3420402856,241.0,864.0,64.0,53.0,0.828125
gossipcop-7239026988,1.0,0.0,33.0,27.0,0.8181818181818182
gossipcop-864794144,0.0,0.0,8.0,5.0,0.625
gossipcop-5476631226,14.0,40.0,77.0,76.0,0.987012987012987
gossipcop-6793729315,1422.0,5669.0,263.0,208.0,0.7908745247148289
gossipcop-316471145,1.0,0.0,4.0,4.0,1.0
gossipcop-7658353025,684.0,3412.0,1011.0,798.0,0.7893175074183977
gossipcop-4644501386,9.0,43.0,48.0,39.0,0.8125
gossipcop-2637418294,8.0,14.0,38.0,23.0,0.6052631578947368
gossipcop-3862397752,28.0,31.0,45.0,39.0,0.8666666666666667
gossipcop-7179143698,122.0,394.0,56.0,48.0,0.8571428571428571
gossipcop-3854838751,14143.0,45373.0,2054.0,1799.0,0.8758519961051606
gossipcop-6210885194,6.0,18.0,11.0,10.0,0.9090909090909092
gossipcop-2198033075,20.0,157.0,29.0,25.999999999999993,0.8965517241379308
gossipcop-8417478071,5.0,34.0,160.0,134.0,0.8375
gossipcop-5625770898,2.0,4.0,24.0,20.0,0.8333333333333334
gossipcop-2468376756,1.0,4.0,11.0,11.0,1.0
gossipcop-8990141431,0.0,2.0,7.0,4.0,0.5714285714285714
gossipcop-5327470451,1.0,2.0,48.0,41.0,0.8541666666666666
gossipcop-5852306440,12.0,23.0,157.0,147.0,0.9363057324840764
politifact14481,566.0,1236.0,614.0,528.0,0.8599348534201955
gossipcop-2285523495,1.0,8.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-4085747635,4.0,19.0,42.0,38.0,0.9047619047619048
politifact14205,17.0,26.0,195.0,163.99999999999997,0.8410256410256409
gossipcop-1781205269,5.0,37.0,58.0,55.00000000000001,0.9482758620689656
gossipcop-5694364219,,,,,
gossipcop-4091251786,239.0,455.0,807.0,711.0,0.8810408921933085
gossipcop-7154697152,4.0,20.0,10.0,5.0,0.5
gossipcop-3492155426,,,,,
gossipcop-4971870777,1.0,4.0,4.0,3.0,0.75
gossipcop-8840558724,708.0,1981.0,559.0,450.00000000000006,0.8050089445438283
gossipcop-4274245097,2.0,1.0,8.0,6.0,0.75
gossipcop-5750046920,2.0,3.0,4.0,4.0,1.0
gossipcop-5076522574,0.0,0.0,1.0,1.0,1.0
gossipcop-7218223908,800.0,2987.0,123.0,106.0,0.8617886178861789
gossipcop-6739447295,24.0,14.0,315.0,314.0,0.9968253968253968
gossipcop-5925668659,1.0,0.0,6.0,6.0,1.0
gossipcop-2194626931,0.0,1.0,11.0,10.0,0.9090909090909092
gossipcop-1381944265,1.0,2.0,6.0,5.0,0.8333333333333334
gossipcop-4634544597,2.0,4.0,10.0,10.0,1.0
gossipcop-3242410797,0.0,1.0,9.0,9.0,1.0
gossipcop-3036074919,3.0,5.0,5.0,5.0,1.0
gossipcop-9071930032,2.0,1.0,14.0,12.0,0.8571428571428571
gossipcop-837671885,3.0,0.0,12.0,12.0,1.0
gossipcop-8916816781,2.0,2.0,6.0,3.0,0.5
gossipcop-4950703770,4.0,4.0,9.0,6.0,0.6666666666666666
gossipcop-373111428,0.0,0.0,3.0,3.0,1.0
gossipcop-6784600548,2.0,2.0,7.0,7.0,1.0
gossipcop-6834670327,0.0,0.0,5.0,4.0,0.8
gossipcop-7130331132,,,,,
gossipcop-5399761541,109.0,232.0,38.0,36.0,0.9473684210526316
gossipcop-5827508224,2.0,4.0,25.0,15.0,0.6
gossipcop-8750057439,0.0,2.0,5.0,4.0,0.8
gossipcop-3364501327,1.0,2.0,12.0,7.0,0.5833333333333334
gossipcop-6850065197,0.0,0.0,9.0,8.0,0.8888888888888888
gossipcop-3423426596,1.0,1.0,5.0,4.0,0.8
gossipcop-5583200543,0.0,7.0,9.0,8.0,0.8888888888888888
gossipcop-9938603260,0.0,0.0,9.0,8.0,0.8888888888888888
gossipcop-9469068409,0.0,1.0,2.0,2.0,1.0
gossipcop-881988237,1.0,6.0,15.0,13.0,0.8666666666666667
gossipcop-9903637821,32.0,54.0,48.0,41.0,0.8541666666666666
gossipcop-1951916011,4.0,6.0,20.0,20.0,1.0
gossipcop-8017572914,0.0,0.0,9.0,5.0,0.5555555555555556
politifact13601,0.0,0.0,10.0,9.0,0.9
gossipcop-8744988389,111.0,141.0,446.0,354.0,0.7937219730941704
gossipcop-4973216770,0.0,0.0,1.0,1.0,1.0
gossipcop-331851377,1.0,1.0,8.0,8.0,1.0
gossipcop-7353474743,672.0,3314.0,664.0,566.0,0.8524096385542169
gossipcop-2022735106,2.0,2.0,16.0,12.0,0.75
gossipcop-3393009926,0.0,2.0,12.0,11.0,0.9166666666666666
gossipcop-5311655779,,,,,
gossipcop-1202990527,2.0,5.0,5.0,5.0,1.0
gossipcop-915930066,0.0,1.0,5.0,4.0,0.8
gossipcop-1698969036,0.0,15.0,43.0,41.0,0.9534883720930232
gossipcop-44069915,0.0,2.0,9.0,7.0,0.7777777777777778
gossipcop-8933967802,1.0,7.0,6.0,3.0,0.5
gossipcop-3796839427,5.0,30.0,73.0,51.0,0.6986301369863014
gossipcop-2900876530,0.0,2.0,34.0,28.0,0.8235294117647058
gossipcop-727367169,0.0,3.0,6.0,5.0,0.8333333333333334
gossipcop-4883785030,0.0,6.0,8.0,8.0,1.0
gossipcop-2913146907,27.0,145.0,28.0,21.0,0.75
gossipcop-7453253042,0.0,2.0,21.0,19.0,0.9047619047619048
gossipcop-6939779423,0.0,0.0,3.0,2.0,0.6666666666666666
gossipcop-2552051738,0.0,0.0,7.0,6.0,0.8571428571428571
gossipcop-2384909612,8.0,44.0,6.0,5.0,0.8333333333333334
gossipcop-8069919219,0.0,4.0,31.0,27.0,0.8709677419354839
gossipcop-8166151438,1.0,8.0,10.0,9.0,0.9
gossipcop-6956686994,0.0,2.0,21.0,13.0,0.6190476190476191
gossipcop-2630132619,0.0,1.0,2.0,2.0,1.0
gossipcop-5002080659,914.0,5391.0,821.0,664.0,0.8087697929354446
gossipcop-1328518538,0.0,8.0,12.0,9.0,0.75
gossipcop-5884179925,14.0,13.0,52.0,45.0,0.8653846153846154
gossipcop-1897931921,0.0,3.0,3.0,3.0,1.0
gossipcop-4992887613,54016.0,133780.0,236.0,193.0,0.8177966101694916
gossipcop-5127632247,0.0,0.0,5.0,5.0,1.0
gossipcop-9807039478,0.0,0.0,2.0,2.0,1.0
gossipcop-7989668967,1770.0,965.0,1002.0,887.0,0.8852295409181636
gossipcop-1960381072,0.0,4.0,68.0,50.0,0.7352941176470589
gossipcop-5347484528,7.0,13.0,43.0,34.0,0.7906976744186046
gossipcop-2761931201,7.0,9.0,215.0,200.99999999999997,0.9348837209302324
gossipcop-433346657,11.0,17.0,129.0,105.0,0.813953488372093
gossipcop-6606049792,,,,,
gossipcop-4739595208,6.0,13.0,98.0,86.0,0.8775510204081632
gossipcop-8916783957,4.0,30.0,207.0,159.0,0.7681159420289855
gossipcop-1716950828,1953.0,1356.0,1012.0,833.0,0.8231225296442688
gossipcop-1236264724,0.0,8.0,17.0,15.0,0.8823529411764706
gossipcop-4537850377,499.0,994.0,1010.0,897.0,0.8881188118811881
gossipcop-8983281647,0.0,0.0,4.0,2.0,0.5
gossipcop-5358942275,1.0,1.0,3.0,3.0,1.0
gossipcop-4743998220,1328.0,3690.0,635.0,478.99999999999994,0.7543307086614173
gossipcop-4230371336,1.0,1.0,2.0,1.0,0.5
gossipcop-9084395522,0.0,2.0,9.0,9.0,1.0
gossipcop-9637093116,34.0,122.0,66.0,59.0,0.8939393939393939
gossipcop-7468340060,1.0,5.0,52.0,47.00000000000001,0.903846153846154
gossipcop-8829213246,34.0,226.0,133.0,113.0,0.849624060150376
gossipcop-3778826762,70.0,413.0,66.0,46.0,0.696969696969697
gossipcop-3676904411,83.0,136.0,11.0,10.0,0.9090909090909092
gossipcop-8002247687,1513.0,4367.0,653.0,531.0,0.8131699846860643
gossipcop-1442274618,1571.0,4412.0,372.0,297.0,0.7983870967741935
gossipcop-922696589,1351.0,5938.0,1040.0,925.0,0.8894230769230769
gossipcop-3476895867,6.0,5.0,15.0,10.0,0.6666666666666666
gossipcop-869522289,340.0,1061.0,89.0,82.99999999999999,0.9325842696629212
gossipcop-9815439374,1789.0,10504.0,1031.0,873.0,0.8467507274490785
gossipcop-7199959226,0.0,0.0,5.0,5.0,1.0
gossipcop-4864984870,11.0,50.0,26.0,26.0,1.0
gossipcop-1146379778,0.0,0.0,1.0,0.0,0.0
gossipcop-8738979052,1692.0,15565.0,1029.0,920.0,0.8940719144800777
gossipcop-5663483713,2.0,4.0,10.0,8.0,0.8
gossipcop-732813675,0.0,2.0,21.0,16.0,0.7619047619047619
gossipcop-8099376883,21.0,70.0,184.0,160.0,0.8695652173913043
gossipcop-5905235038,0.0,2.0,1.0,1.0,1.0
gossipcop-1525600180,841.0,2259.0,37.0,35.00000000000001,0.945945945945946
gossipcop-9460765464,0.0,3.0,27.0,17.0,0.6296296296296297
gossipcop-1410900558,2.0,1.0,44.0,28.0,0.6363636363636364
gossipcop-6810829138,118.0,145.0,311.0,264.0,0.8488745980707395
gossipcop-3617487539,37.0,99.0,222.0,183.0,0.8243243243243243
gossipcop-1229259214,66.0,118.0,563.0,496.0,0.8809946714031972
gossipcop-8184559314,,,,,
gossipcop-2262275023,445.0,1216.0,1019.0,833.0,0.8174681059862611
gossipcop-7291449284,4211.0,8364.0,148.0,122.99999999999997,0.8310810810810809
gossipcop-4133877470,,,,,
gossipcop-7983975408,518.0,2168.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-542691561,11368.0,29156.0,1017.0,798.0,0.7846607669616519
gossipcop-5886617783,61.0,141.0,260.0,243.0,0.9346153846153846
gossipcop-1998076621,2.0,10.0,18.0,10.0,0.5555555555555556
gossipcop-6362183032,1094.0,7504.0,1044.0,677.0,0.6484674329501916
gossipcop-4586036956,9.0,51.0,111.0,103.99999999999999,0.9369369369369368
gossipcop-7216746106,1.0,14.0,28.0,26.0,0.9285714285714286
gossipcop-7595812226,1.0,1.0,4.0,4.0,1.0
gossipcop-262742935,9.0,18.0,12.0,11.0,0.9166666666666666
gossipcop-8940647540,1.0,1.0,6.0,5.0,0.8333333333333334
gossipcop-1608650114,4.0,3.0,7.0,5.0,0.7142857142857143
gossipcop-7449680289,367.0,450.0,374.0,302.0,0.8074866310160428
gossipcop-5994484144,6.0,25.0,42.0,39.0,0.9285714285714286
gossipcop-9254172601,188.0,502.0,133.0,104.0,0.7819548872180451
gossipcop-3105835906,0.0,0.0,5.0,3.0,0.6
gossipcop-3121542397,0.0,0.0,1.0,1.0,1.0
gossipcop-337132931,0.0,0.0,1.0,1.0,1.0
gossipcop-1336256939,0.0,3.0,4.0,1.0,0.25
gossipcop-9180203998,59.0,418.0,98.0,72.0,0.7346938775510204
gossipcop-5401761885,153.0,590.0,507.0,422.0,0.8323471400394478
gossipcop-9848045916,0.0,1.0,15.0,13.0,0.8666666666666667
gossipcop-6117155029,0.0,1.0,8.0,8.0,1.0
gossipcop-2047440708,0.0,1.0,8.0,6.0,0.75
gossipcop-2195629738,7.0,13.0,28.0,12.0,0.42857142857142855
gossipcop-3836977114,241.0,960.0,288.0,236.0,0.8194444444444444
politifact14885,3.0,8.0,312.0,282.00000000000006,0.903846153846154
gossipcop-2362638360,1.0,2.0,23.0,10.0,0.43478260869565216
gossipcop-2157078973,2.0,1.0,2.0,2.0,1.0
gossipcop-4995375788,0.0,0.0,3.0,2.0,0.6666666666666666
gossipcop-9008626082,7.0,7.0,22.0,20.0,0.9090909090909092
gossipcop-4821140599,2.0,4.0,7.0,3.0,0.42857142857142855
gossipcop-9948331567,0.0,4.0,9.0,7.0,0.7777777777777778
gossipcop-8143064937,40.0,215.0,202.0,167.0,0.8267326732673267
gossipcop-1464042891,1.0,1.0,3.0,3.0,1.0
gossipcop-6072138753,2.0,1.0,38.0,38.0,1.0
gossipcop-7552821021,0.0,0.0,1.0,0.0,0.0
gossipcop-6467610155,258.0,1019.0,128.0,101.0,0.7890625
gossipcop-7201377614,31.0,66.0,39.0,35.0,0.8974358974358975
gossipcop-8330581018,45.0,395.0,138.0,113.0,0.8188405797101449
gossipcop-3528288450,7.0,6.0,36.0,14.0,0.3888888888888889
gossipcop-1046174363,10.0,34.0,20.0,16.0,0.8
gossipcop-4610396981,,,,,
gossipcop-9324384637,2736.0,4606.0,240.0,184.0,0.7666666666666667
gossipcop-3507902255,3.0,10.0,27.0,25.000000000000004,0.925925925925926
gossipcop-5233313461,1.0,3.0,5.0,3.0,0.6
gossipcop-8064008022,0.0,0.0,34.0,26.0,0.7647058823529411
gossipcop-7855644753,2.0,3.0,11.0,7.0,0.6363636363636364
gossipcop-5005633749,1.0,13.0,81.0,77.99999999999999,0.9629629629629628
gossipcop-9507609004,311.0,3909.0,1002.0,810.0,0.8083832335329342
gossipcop-7476822295,,,,,
gossipcop-1594116936,7.0,11.0,21.0,18.0,0.8571428571428571
gossipcop-510991031,1.0,7.0,6.0,5.0,0.8333333333333334
gossipcop-1386564222,3.0,11.0,4.0,4.0,1.0
gossipcop-4069902609,3.0,7.0,9.0,7.0,0.7777777777777778
gossipcop-8327439050,9.0,23.0,16.0,13.0,0.8125
gossipcop-5077951266,6.0,20.0,10.0,9.0,0.9
gossipcop-9441803455,2.0,6.0,5.0,4.0,0.8
gossipcop-5109297398,3.0,2.0,39.0,34.0,0.8717948717948718
gossipcop-1769520881,16.0,24.0,17.0,13.0,0.7647058823529411
gossipcop-9399474939,0.0,0.0,3.0,2.0,0.6666666666666666
gossipcop-9211668568,1.0,9.0,11.0,10.0,0.9090909090909092
gossipcop-1120099314,0.0,0.0,3.0,1.0,0.3333333333333333
gossipcop-9212719071,8.0,11.0,13.0,13.0,1.0
gossipcop-7172708559,0.0,0.0,7.0,3.0,0.42857142857142855
gossipcop-9188803952,1.0,4.0,4.0,4.0,1.0
gossipcop-6662472887,0.0,0.0,2.0,2.0,1.0
gossipcop-6502992052,0.0,0.0,5.0,3.0,0.6
gossipcop-4311791656,0.0,3.0,16.0,13.0,0.8125
gossipcop-6970833883,1.0,13.0,4.0,4.0,1.0
gossipcop-7694678050,2.0,7.0,13.0,9.0,0.6923076923076923
gossipcop-4508824340,92.0,242.0,113.0,74.0,0.6548672566371682
gossipcop-4722031516,7.0,21.0,42.0,38.0,0.9047619047619048
gossipcop-3271653405,83.0,651.0,22.0,18.0,0.8181818181818182
gossipcop-3970231049,1217.0,5059.0,1034.0,865.0,0.8365570599613152
gossipcop-1102022663,99.0,374.0,5.0,5.0,1.0
gossipcop-5030407302,2.0,8.0,6.0,6.0,1.0
gossipcop-3172946389,724.0,1152.0,470.0,281.00000000000006,0.5978723404255321
gossipcop-7625390960,12.0,38.0,18.0,15.0,0.8333333333333334
gossipcop-6846167578,2.0,6.0,33.0,11.0,0.3333333333333333
gossipcop-71057772,29.0,69.0,486.0,449.0,0.9238683127572016
gossipcop-8935271907,27.0,2.0,38.0,24.0,0.631578947368421
gossipcop-3196236336,1.0,9.0,15.0,13.999999999999998,0.9333333333333332
gossipcop-8164038364,0.0,0.0,6.0,5.0,0.8333333333333334
gossipcop-4183480644,,,,,
gossipcop-5742909832,383.0,1363.0,237.0,200.0,0.8438818565400844
gossipcop-2853982179,23.0,71.0,105.0,97.99999999999999,0.9333333333333332
gossipcop-1698913031,14.0,20.0,68.0,51.0,0.75
gossipcop-7305394933,1.0,2.0,9.0,5.0,0.5555555555555556
gossipcop-4922058293,1.0,1.0,5.0,5.0,1.0
gossipcop-7510176516,1.0,0.0,4.0,3.0,0.75
gossipcop-6140331810,,,,,
gossipcop-9273190087,2.0,1.0,4.0,3.0,0.75
gossipcop-1828135129,458.0,1925.0,334.0,297.0,0.8892215568862275
gossipcop-9347789838,6.0,3.0,19.0,18.0,0.9473684210526316
gossipcop-9360969741,3.0,8.0,63.0,50.0,0.7936507936507936
gossipcop-140849966,0.0,0.0,1.0,1.0,1.0
gossipcop-7242485552,14.0,29.0,19.0,18.0,0.9473684210526316
gossipcop-9164697123,1.0,2.0,6.0,5.0,0.8333333333333334
gossipcop-5658990975,1.0,10.0,22.0,20.0,0.9090909090909092
gossipcop-9268806389,72.0,193.0,94.0,85.0,0.9042553191489362
gossipcop-6469861699,3.0,8.0,9.0,6.0,0.6666666666666666
gossipcop-9014768558,2.0,7.0,5.0,5.0,1.0
gossipcop-3990217217,2.0,5.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-4171564337,0.0,0.0,3.0,3.0,1.0
gossipcop-574466178,2.0,8.0,13.0,10.0,0.7692307692307693
gossipcop-6424474439,2.0,3.0,10.0,6.0,0.6
gossipcop-4258497840,2.0,8.0,11.0,7.0,0.6363636363636364
gossipcop-9472969256,0.0,0.0,1.0,1.0,1.0
gossipcop-666575602,0.0,0.0,4.0,3.0,0.75
gossipcop-9752823264,1.0,1.0,2.0,1.0,0.5
gossipcop-4107248119,3.0,4.0,4.0,3.0,0.75
gossipcop-2965379750,3.0,1.0,27.0,25.000000000000004,0.925925925925926
gossipcop-829660617,0.0,3.0,41.0,40.0,0.975609756097561
gossipcop-3399862784,1.0,7.0,39.0,34.0,0.8717948717948718
gossipcop-7483029946,,,,,
gossipcop-7278164019,0.0,1.0,5.0,5.0,1.0
gossipcop-3407099223,2.0,2.0,23.0,23.0,1.0
gossipcop-5379009295,0.0,0.0,14.0,12.0,0.8571428571428571
gossipcop-8156946150,0.0,2.0,23.0,22.0,0.9565217391304348
gossipcop-7648434192,0.0,5.0,12.0,7.0,0.5833333333333334
gossipcop-7237486261,1.0,3.0,19.0,16.0,0.8421052631578947
gossipcop-5731804785,0.0,2.0,6.0,4.0,0.6666666666666666
gossipcop-9512010965,2.0,3.0,9.0,8.0,0.8888888888888888
gossipcop-6622517305,0.0,5.0,23.0,16.0,0.6956521739130435
gossipcop-4492802133,1.0,4.0,9.0,7.0,0.7777777777777778
gossipcop-2873467495,2.0,0.0,7.0,6.0,0.8571428571428571
gossipcop-1398125520,0.0,8.0,6.0,4.0,0.6666666666666666
gossipcop-1575659892,0.0,0.0,6.0,5.0,0.8333333333333334
gossipcop-7909120625,0.0,0.0,3.0,1.0,0.3333333333333333
gossipcop-5648108033,3.0,8.0,21.0,20.0,0.9523809523809524
gossipcop-9147152842,7.0,35.0,82.0,65.0,0.7926829268292683
gossipcop-1995680109,0.0,0.0,4.0,3.0,0.75
gossipcop-7152128232,0.0,2.0,4.0,3.0,0.75
gossipcop-8565682825,2.0,2.0,6.0,5.0,0.8333333333333334
gossipcop-4970681946,12.0,39.0,15.0,12.0,0.8
gossipcop-2621057085,10.0,48.0,30.0,26.0,0.8666666666666667
gossipcop-5716325201,3.0,11.0,14.0,13.0,0.9285714285714286
gossipcop-8136305724,0.0,0.0,32.0,29.0,0.90625
gossipcop-2615005056,86.0,224.0,33.0,29.0,0.8787878787878788
gossipcop-3001787622,0.0,1.0,14.0,14.0,1.0
gossipcop-610873029,28.0,21.0,54.0,47.0,0.8703703703703703
gossipcop-3795942487,17.0,18.0,117.0,102.0,0.8717948717948718
gossipcop-6872993311,1.0,1.0,59.0,56.0,0.9491525423728814
gossipcop-2035932150,0.0,2.0,27.0,27.0,1.0
gossipcop-1075873295,7.0,13.0,92.0,84.99999999999999,0.9239130434782608
gossipcop-986281088,6.0,10.0,72.0,68.0,0.9444444444444444
gossipcop-9025333204,7.0,32.0,135.0,120.0,0.8888888888888888
gossipcop-5281142693,0.0,1.0,15.0,13.999999999999998,0.9333333333333332
gossipcop-2485085069,1.0,4.0,30.0,26.0,0.8666666666666667
gossipcop-9333778407,149.0,528.0,447.0,351.0,0.785234899328859
gossipcop-1288551520,1.0,7.0,38.0,31.0,0.8157894736842105
gossipcop-5175859472,5.0,12.0,16.0,13.0,0.8125
gossipcop-2561076686,2.0,3.0,22.0,20.0,0.9090909090909092
gossipcop-595491190,6.0,22.0,69.0,58.0,0.8405797101449275
gossipcop-6488638301,23.0,42.0,63.0,51.0,0.8095238095238095
gossipcop-1023869303,0.0,0.0,54.0,47.0,0.8703703703703703
gossipcop-3092036275,0.0,0.0,12.0,11.0,0.9166666666666666
gossipcop-4372521204,1.0,8.0,14.0,9.0,0.6428571428571429
gossipcop-216932165,1.0,4.0,10.0,8.0,0.8
gossipcop-1720994729,27.0,42.0,18.0,12.0,0.6666666666666666
gossipcop-388110790,0.0,0.0,2.0,1.0,0.5
gossipcop-3576564168,,,,,
gossipcop-9938144731,0.0,1.0,5.0,5.0,1.0
gossipcop-2465874790,0.0,0.0,2.0,0.0,0.0
gossipcop-937564842,1.0,0.0,1.0,1.0,1.0
gossipcop-9621573530,0.0,0.0,8.0,8.0,1.0
gossipcop-6841684601,1888.0,8147.0,1121.0,996.0,0.8884924174843889
gossipcop-585679277,0.0,9.0,5.0,5.0,1.0
gossipcop-9976380247,2.0,3.0,14.0,12.0,0.8571428571428571
gossipcop-9976464501,0.0,0.0,3.0,1.0,0.3333333333333333
gossipcop-3801116516,2.0,11.0,27.0,25.000000000000004,0.925925925925926
gossipcop-3912513096,0.0,0.0,2.0,2.0,1.0
gossipcop-13736481,2.0,7.0,13.0,9.0,0.6923076923076923
gossipcop-269486470,46.0,185.0,65.0,58.0,0.8923076923076924
gossipcop-9275979993,0.0,0.0,6.0,6.0,1.0
gossipcop-3732005027,1.0,3.0,13.0,10.0,0.7692307692307693
gossipcop-2064470814,12.0,12.0,22.0,20.0,0.9090909090909092
gossipcop-1699284758,32.0,93.0,17.0,15.0,0.8823529411764706
gossipcop-2558179704,0.0,0.0,1.0,1.0,1.0
gossipcop-9251754528,8.0,12.0,27.0,25.999999999999996,0.9629629629629628
gossipcop-8104237136,,,,,
gossipcop-4974227520,1.0,0.0,1.0,1.0,1.0
gossipcop-3825737803,1.0,3.0,24.0,20.0,0.8333333333333334
gossipcop-8269768863,0.0,0.0,10.0,6.0,0.6
gossipcop-4522760572,0.0,2.0,19.0,12.0,0.631578947368421
gossipcop-6899362624,318.0,553.0,131.0,110.0,0.8396946564885496
gossipcop-7525078846,,,,,
gossipcop-8282284701,0.0,0.0,1.0,0.0,0.0
gossipcop-1066850840,0.0,1.0,6.0,6.0,1.0
gossipcop-9797842341,0.0,2.0,6.0,5.0,0.8333333333333334
gossipcop-285127609,0.0,0.0,2.0,1.0,0.5
gossipcop-7522847934,7.0,14.0,32.0,25.0,0.78125
gossipcop-1794650088,1.0,3.0,9.0,7.0,0.7777777777777778
gossipcop-844790845,563.0,3650.0,1038.0,780.0,0.7514450867052023
gossipcop-742904634,,,,,
gossipcop-1699548247,0.0,2.0,5.0,4.0,0.8
gossipcop-403750018,8.0,20.0,33.0,29.0,0.8787878787878788
gossipcop-3358992856,0.0,0.0,5.0,3.0,0.6
gossipcop-2661113454,9.0,4.0,299.0,284.0,0.9498327759197324
gossipcop-7714440879,30.0,30.0,39.0,34.0,0.8717948717948718
gossipcop-1628359937,2658.0,8154.0,984.0,802.0,0.8150406504065041
gossipcop-5918373456,825.0,2321.0,376.0,336.0,0.8936170212765957
gossipcop-8536862358,7.0,5.0,27.0,25.000000000000004,0.925925925925926
gossipcop-994194865,133.0,389.0,147.0,124.0,0.8435374149659864
gossipcop-3089710936,2.0,3.0,20.0,17.0,0.85
gossipcop-6892347979,15.0,37.0,132.0,115.0,0.8712121212121212
politifact14544,1.0,1.0,7.0,7.0,1.0
gossipcop-9120330831,1.0,2.0,5.0,3.0,0.6
gossipcop-6976298194,0.0,1.0,7.0,6.0,0.8571428571428571
gossipcop-994232799,84.0,362.0,215.0,172.0,0.8
gossipcop-1985203952,7.0,51.0,194.0,156.0,0.8041237113402062
gossipcop-8961513832,24.0,106.0,28.0,20.0,0.7142857142857143
gossipcop-1301068570,179.0,983.0,407.0,347.0,0.8525798525798526
gossipcop-9034998295,1.0,5.0,13.0,10.0,0.7692307692307693
gossipcop-5986384765,4937.0,8360.0,973.0,776.0,0.7975334018499486
gossipcop-8123589625,0.0,1.0,11.0,8.0,0.7272727272727273
gossipcop-8882167387,0.0,1.0,10.0,6.0,0.6
gossipcop-5408886782,177.0,1722.0,682.0,520.0,0.7624633431085044
gossipcop-267792336,303.0,1745.0,993.0,836.0,0.8418932527693856
gossipcop-3693445154,0.0,2.0,28.0,17.0,0.6071428571428571
gossipcop-7944047198,0.0,1.0,8.0,7.0,0.875
gossipcop-3044409396,8.0,9.0,34.0,27.0,0.7941176470588235
gossipcop-6813792423,3.0,69.0,21.0,15.0,0.7142857142857143
gossipcop-7704965981,2.0,2.0,5.0,5.0,1.0
gossipcop-7830149120,16079.0,74317.0,86.0,84.0,0.9767441860465116
gossipcop-6414772244,0.0,0.0,3.0,1.0,0.3333333333333333
gossipcop-4831293927,4.0,3.0,7.0,7.0,1.0
gossipcop-8760109653,0.0,1.0,1.0,1.0,1.0
gossipcop-3524515284,0.0,1.0,9.0,5.0,0.5555555555555556
gossipcop-44021597,2.0,7.0,14.0,11.0,0.7857142857142857
gossipcop-988336091,2.0,13.0,5.0,4.0,0.8
gossipcop-6702382680,0.0,0.0,6.0,6.0,1.0
gossipcop-781913013,1.0,4.0,12.0,7.0,0.5833333333333334
gossipcop-9350061179,8.0,14.0,18.0,12.0,0.6666666666666666
gossipcop-3889112616,4.0,52.0,72.0,49.0,0.6805555555555556
gossipcop-9359253422,1.0,39.0,44.0,37.0,0.8409090909090909
gossipcop-9188183978,0.0,0.0,3.0,3.0,1.0
gossipcop-1536255789,26.0,526.0,195.0,144.0,0.7384615384615385
gossipcop-1578034404,20.0,93.0,33.0,22.0,0.6666666666666666
gossipcop-8197888031,1.0,12.0,19.0,17.0,0.8947368421052632
gossipcop-3349415808,1.0,10.0,3.0,2.0,0.6666666666666666
gossipcop-2798661238,3.0,41.0,11.0,8.0,0.7272727272727273
gossipcop-5407461289,289.0,1557.0,1011.0,881.0,0.8714144411473789
gossipcop-1361560822,2.0,5.0,15.0,10.0,0.6666666666666666
gossipcop-8059550357,3.0,19.0,9.0,7.0,0.7777777777777778
gossipcop-9016605294,11.0,23.0,27.0,22.0,0.8148148148148148
gossipcop-5576071698,3.0,12.0,10.0,9.0,0.9
gossipcop-9697644475,0.0,0.0,2.0,2.0,1.0
gossipcop-9897229740,1.0,10.0,5.0,5.0,1.0
gossipcop-1742215906,2.0,40.0,3.0,2.0,0.6666666666666666
gossipcop-3645931945,11.0,60.0,207.0,176.0,0.8502415458937198
gossipcop-9662783124,134.0,474.0,62.0,57.0,0.9193548387096774
gossipcop-9950069387,3.0,13.0,24.0,18.0,0.75
gossipcop-7767457642,42.0,97.0,52.0,43.0,0.8269230769230769
gossipcop-4832989936,4.0,0.0,104.0,93.0,0.8942307692307693
gossipcop-3869318940,9.0,16.0,37.0,32.0,0.8648648648648649
